,count,rel_hor_dist_obj,rel_vert_dist_obj,rel_front_dist_wall,rel_right_dist_wall,rel_left_dist_wall,rel_front_dist_body,rel_right_dist_body,rel_left_dist_body,snake_pos_x,snake_pos_y,snake_dir,snake_next_dir,score,snake_next_move,rel_front_dist_min,rel_right_dist_min,rel_left_dist_min
0,0,50,430,520,420,50,,,,110,50,RIGHT,RIGHT,0,FRONT,520,420,50
1,1,50,420,510,420,50,,,,120,50,RIGHT,RIGHT,0,FRONT,510,420,50
2,2,50,410,500,420,50,,,,130,50,RIGHT,RIGHT,0,FRONT,500,420,50
3,3,50,400,490,420,50,,,,140,50,RIGHT,RIGHT,0,FRONT,490,420,50
4,4,50,390,480,420,50,,,,150,50,RIGHT,RIGHT,0,FRONT,480,420,50
5,5,50,380,470,420,50,,,,160,50,RIGHT,RIGHT,0,FRONT,470,420,50
6,6,50,370,460,420,50,,,,170,50,RIGHT,RIGHT,0,FRONT,460,420,50
7,7,50,360,450,420,50,,,,180,50,RIGHT,RIGHT,0,FRONT,450,420,50
8,8,50,350,440,420,50,,,,190,50,RIGHT,RIGHT,0,FRONT,440,420,50
9,9,50,340,430,420,50,,,,200,50,RIGHT,RIGHT,0,FRONT,430,420,50
10,10,50,330,420,420,50,,,,210,50,RIGHT,RIGHT,0,FRONT,420,420,50
11,11,50,320,410,420,50,,,,220,50,RIGHT,RIGHT,0,FRONT,410,420,50
12,12,50,310,400,420,50,,,,230,50,RIGHT,RIGHT,0,FRONT,400,420,50
13,13,50,300,390,420,50,,,,240,50,RIGHT,RIGHT,0,FRONT,390,420,50
14,14,50,290,380,420,50,,,,250,50,RIGHT,RIGHT,0,FRONT,380,420,50
15,15,50,280,370,420,50,,,,260,50,RIGHT,RIGHT,0,FRONT,370,420,50
16,16,50,270,360,420,50,,,,270,50,RIGHT,RIGHT,0,FRONT,360,420,50
17,17,50,260,350,420,50,,,,280,50,RIGHT,RIGHT,0,FRONT,350,420,50
18,18,50,250,340,420,50,,,,290,50,RIGHT,RIGHT,0,FRONT,340,420,50
19,19,50,240,330,420,50,,,,300,50,RIGHT,RIGHT,0,FRONT,330,420,50
20,20,50,230,320,420,50,,,,310,50,RIGHT,RIGHT,0,FRONT,320,420,50
21,21,50,220,310,420,50,,,,320,50,RIGHT,RIGHT,0,FRONT,310,420,50
22,22,50,210,300,420,50,,,,330,50,RIGHT,RIGHT,0,FRONT,300,420,50
23,23,50,200,290,420,50,,,,340,50,RIGHT,RIGHT,0,FRONT,290,420,50
24,24,50,190,280,420,50,,,,350,50,RIGHT,RIGHT,0,FRONT,280,420,50
25,25,50,180,270,420,50,,,,360,50,RIGHT,RIGHT,0,FRONT,270,420,50
26,26,50,170,260,420,50,,,,370,50,RIGHT,RIGHT,0,FRONT,260,420,50
27,27,50,160,250,420,50,,,,380,50,RIGHT,RIGHT,0,FRONT,250,420,50
28,28,50,150,240,420,50,,,,390,50,RIGHT,RIGHT,0,FRONT,240,420,50
29,29,50,140,230,420,50,,,,400,50,RIGHT,RIGHT,0,FRONT,230,420,50
30,30,50,130,220,420,50,,,,410,50,RIGHT,RIGHT,0,FRONT,220,420,50
31,31,50,120,210,420,50,,,,420,50,RIGHT,RIGHT,0,FRONT,210,420,50
32,32,50,110,200,420,50,,,,430,50,RIGHT,RIGHT,0,FRONT,200,420,50
33,33,50,100,190,420,50,,,,440,50,RIGHT,RIGHT,0,FRONT,190,420,50
34,34,50,90,180,420,50,,,,450,50,RIGHT,RIGHT,0,FRONT,180,420,50
35,35,50,80,170,420,50,,,,460,50,RIGHT,RIGHT,0,FRONT,170,420,50
36,36,50,70,160,420,50,,,,470,50,RIGHT,RIGHT,0,FRONT,160,420,50
37,37,50,60,150,420,50,,,,480,50,RIGHT,RIGHT,0,FRONT,150,420,50
38,38,50,50,140,420,50,,,,490,50,RIGHT,RIGHT,0,FRONT,140,420,50
39,39,50,40,130,420,50,,,,500,50,RIGHT,RIGHT,0,FRONT,130,420,50
40,40,50,30,120,420,50,,,,510,50,RIGHT,RIGHT,0,FRONT,120,420,50
41,41,50,20,110,420,50,,,,520,50,RIGHT,RIGHT,0,FRONT,110,420,50
42,42,50,10,100,420,50,,,,530,50,RIGHT,RIGHT,0,FRONT,100,420,50
43,43,50,0,90,420,50,,,,540,50,RIGHT,DOWN,0,RIGHT,90,420,50
44,44,0,40,410,540,90,,,,540,60,DOWN,DOWN,0,FRONT,410,540,90
45,45,0,30,400,540,90,,,,540,70,DOWN,DOWN,0,FRONT,400,540,90
46,46,0,20,390,540,90,,,,540,80,DOWN,DOWN,0,FRONT,390,540,90
47,47,0,10,380,540,90,,,,540,90,DOWN,DOWN,0,FRONT,380,540,90
48,48,0,0,370,540,90,,,,540,100,DOWN,DOWN,0,FRONT,370,540,90
49,49,430,30,360,540,90,,,,540,110,DOWN,DOWN,1,FRONT,360,540,90
50,50,430,20,350,540,90,,,,540,120,DOWN,DOWN,1,FRONT,350,540,90
51,51,430,10,340,540,90,,,,540,130,DOWN,LEFT,1,RIGHT,340,540,90
52,52,-10,420,530,130,340,,,,530,130,LEFT,LEFT,1,FRONT,530,130,340
53,53,-10,410,520,130,340,,,,520,130,LEFT,LEFT,1,FRONT,520,130,340
54,54,-10,400,510,130,340,,,,510,130,LEFT,LEFT,1,FRONT,510,130,340
55,55,-10,390,500,130,340,,,,500,130,LEFT,LEFT,1,FRONT,500,130,340
56,56,-10,380,490,130,340,,,,490,130,LEFT,LEFT,1,FRONT,490,130,340
57,57,-10,370,480,130,340,,,,480,130,LEFT,LEFT,1,FRONT,480,130,340
58,58,-10,360,470,130,340,,,,470,130,LEFT,LEFT,1,FRONT,470,130,340
59,59,-10,350,460,130,340,,,,460,130,LEFT,LEFT,1,FRONT,460,130,340
60,60,-10,340,450,130,340,,,,450,130,LEFT,LEFT,1,FRONT,450,130,340
61,61,-10,330,440,130,340,,,,440,130,LEFT,LEFT,1,FRONT,440,130,340
62,62,-10,320,430,130,340,,,,430,130,LEFT,LEFT,1,FRONT,430,130,340
63,63,-10,310,420,130,340,,,,420,130,LEFT,LEFT,1,FRONT,420,130,340
64,64,-10,300,410,130,340,,,,410,130,LEFT,LEFT,1,FRONT,410,130,340
65,65,-10,290,400,130,340,,,,400,130,LEFT,LEFT,1,FRONT,400,130,340
66,66,-10,280,390,130,340,,,,390,130,LEFT,LEFT,1,FRONT,390,130,340
67,67,-10,270,380,130,340,,,,380,130,LEFT,LEFT,1,FRONT,380,130,340
68,68,-10,260,370,130,340,,,,370,130,LEFT,LEFT,1,FRONT,370,130,340
69,69,-10,250,360,130,340,,,,360,130,LEFT,LEFT,1,FRONT,360,130,340
70,70,-10,240,350,130,340,,,,350,130,LEFT,LEFT,1,FRONT,350,130,340
71,71,-10,230,340,130,340,,,,340,130,LEFT,LEFT,1,FRONT,340,130,340
72,72,-10,220,330,130,340,,,,330,130,LEFT,LEFT,1,FRONT,330,130,340
73,73,-10,210,320,130,340,,,,320,130,LEFT,LEFT,1,FRONT,320,130,340
74,74,-10,200,310,130,340,,,,310,130,LEFT,LEFT,1,FRONT,310,130,340
75,75,-10,190,300,130,340,,,,300,130,LEFT,LEFT,1,FRONT,300,130,340
76,76,-10,180,290,130,340,,,,290,130,LEFT,LEFT,1,FRONT,290,130,340
77,77,-10,170,280,130,340,,,,280,130,LEFT,LEFT,1,FRONT,280,130,340
78,78,-10,160,270,130,340,,,,270,130,LEFT,LEFT,1,FRONT,270,130,340
79,79,-10,150,260,130,340,,,,260,130,LEFT,LEFT,1,FRONT,260,130,340
80,80,-10,140,250,130,340,,,,250,130,LEFT,LEFT,1,FRONT,250,130,340
81,81,-10,130,240,130,340,,,,240,130,LEFT,LEFT,1,FRONT,240,130,340
82,82,-10,120,230,130,340,,,,230,130,LEFT,LEFT,1,FRONT,230,130,340
83,83,-10,110,220,130,340,,,,220,130,LEFT,LEFT,1,FRONT,220,130,340
84,84,-10,100,210,130,340,,,,210,130,LEFT,LEFT,1,FRONT,210,130,340
85,85,-10,90,200,130,340,,,,200,130,LEFT,LEFT,1,FRONT,200,130,340
86,86,-10,80,190,130,340,,,,190,130,LEFT,LEFT,1,FRONT,190,130,340
87,87,-10,70,180,130,340,,,,180,130,LEFT,LEFT,1,FRONT,180,130,340
88,88,-10,60,170,130,340,,,,170,130,LEFT,LEFT,1,FRONT,170,130,340
89,89,-10,50,160,130,340,,,,160,130,LEFT,LEFT,1,FRONT,160,130,340
90,90,-10,40,150,130,340,,,,150,130,LEFT,LEFT,1,FRONT,150,130,340
91,91,-10,30,140,130,340,,,,140,130,LEFT,LEFT,1,FRONT,140,130,340
92,92,-10,20,130,130,340,,,,130,130,LEFT,LEFT,1,FRONT,130,130,340
93,93,-10,10,120,130,340,,,,120,130,LEFT,LEFT,1,FRONT,120,130,340
94,94,-10,0,110,130,340,,,,110,130,LEFT,DOWN,1,LEFT,110,130,340
95,95,0,0,330,110,520,,,,110,140,DOWN,DOWN,1,FRONT,330,110,520
96,96,-100,90,320,110,520,,,,110,150,DOWN,DOWN,2,FRONT,320,110,520
97,97,-100,80,310,110,520,,,,110,160,DOWN,DOWN,2,FRONT,310,110,520
98,98,-100,70,300,110,520,,,,110,170,DOWN,DOWN,2,FRONT,300,110,520
99,99,-100,60,290,110,520,,,,110,180,DOWN,DOWN,2,FRONT,290,110,520
100,100,-100,50,280,110,520,,,,110,190,DOWN,DOWN,2,FRONT,280,110,520
101,101,-100,40,270,110,520,,,,110,200,DOWN,DOWN,2,FRONT,270,110,520
102,102,-100,30,260,110,520,,,,110,210,DOWN,DOWN,2,FRONT,260,110,520
103,103,-100,20,250,110,520,,,,110,220,DOWN,DOWN,2,FRONT,250,110,520
104,104,-100,10,240,110,520,,,,110,230,DOWN,DOWN,2,FRONT,240,110,520
105,105,-100,0,230,110,520,,,,110,240,DOWN,RIGHT,2,LEFT,230,110,520
106,106,0,90,510,230,240,,,,120,240,RIGHT,RIGHT,2,FRONT,510,230,240
107,107,0,80,500,230,240,,,,130,240,RIGHT,RIGHT,2,FRONT,500,230,240
108,108,0,70,490,230,240,,,,140,240,RIGHT,RIGHT,2,FRONT,490,230,240
109,109,0,60,480,230,240,,,,150,240,RIGHT,RIGHT,2,FRONT,480,230,240
110,110,0,50,470,230,240,,,,160,240,RIGHT,RIGHT,2,FRONT,470,230,240
111,111,0,40,460,230,240,,,,170,240,RIGHT,RIGHT,2,FRONT,460,230,240
112,112,0,30,450,230,240,,,,180,240,RIGHT,RIGHT,2,FRONT,450,230,240
113,113,0,20,440,230,240,,,,190,240,RIGHT,RIGHT,2,FRONT,440,230,240
114,114,0,10,430,230,240,,,,200,240,RIGHT,RIGHT,2,FRONT,430,230,240
115,115,0,0,420,230,240,,,,210,240,RIGHT,UP,2,LEFT,420,230,240
116,116,-20,60,230,420,210,,,,210,230,UP,UP,3,FRONT,230,420,210
117,117,-20,50,220,420,210,,,,210,220,UP,UP,3,FRONT,220,420,210
118,118,-20,40,210,420,210,,,,210,210,UP,UP,3,FRONT,210,420,210
119,119,-20,30,200,420,210,,,,210,200,UP,UP,3,FRONT,200,420,210
120,120,-20,20,190,420,210,,,,210,190,UP,UP,3,FRONT,190,420,210
121,121,-20,10,180,420,210,,,,210,180,UP,LEFT,3,LEFT,180,420,210
122,122,10,10,200,180,290,,,,200,180,LEFT,LEFT,3,FRONT,200,180,290
123,123,10,0,190,180,290,,,,190,180,LEFT,UP,3,RIGHT,190,180,290
124,124,0,0,170,440,190,,,,190,170,UP,UP,3,FRONT,170,440,190
125,125,-130,-280,160,440,190,,,,190,160,UP,UP,4,FRONT,160,440,190
126,126,-130,-290,150,440,190,,,,190,150,UP,UP,4,FRONT,150,440,190
127,127,-130,-300,140,440,190,,,,190,140,UP,UP,4,FRONT,140,440,190
128,128,-130,-310,130,440,190,,,,190,130,UP,UP,4,FRONT,130,440,190
129,129,-130,-320,120,440,190,,,,190,120,UP,UP,4,FRONT,120,440,190
130,130,-130,-330,110,440,190,,,,190,110,UP,UP,4,FRONT,110,440,190
131,131,-130,-340,100,440,190,,,,190,100,UP,UP,4,FRONT,100,440,190
132,132,-130,-350,90,440,190,,,,190,90,UP,UP,4,FRONT,90,440,190
133,133,-130,-360,80,440,190,,,,190,80,UP,UP,4,FRONT,80,440,190
134,134,-130,-370,70,440,190,,,,190,70,UP,UP,4,FRONT,70,440,190
135,135,-130,-380,60,440,190,,,,190,60,UP,UP,4,FRONT,60,440,190
136,136,-130,-390,50,440,190,,,,190,50,UP,UP,4,FRONT,50,440,190
137,137,-130,-400,40,440,190,,,,190,40,UP,LEFT,4,LEFT,40,440,190
138,138,-400,120,180,40,430,,,,180,40,LEFT,LEFT,4,FRONT,180,40,430
139,139,-400,110,170,40,430,,,,170,40,LEFT,LEFT,4,FRONT,170,40,430
140,140,-400,100,160,40,430,,,,160,40,LEFT,LEFT,4,FRONT,160,40,430
141,141,-400,90,150,40,430,,,,150,40,LEFT,LEFT,4,FRONT,150,40,430
142,142,-400,80,140,40,430,,,,140,40,LEFT,LEFT,4,FRONT,140,40,430
143,143,-400,70,130,40,430,,,,130,40,LEFT,LEFT,4,FRONT,130,40,430
144,144,-400,60,120,40,430,,,,120,40,LEFT,LEFT,4,FRONT,120,40,430
145,145,-400,50,110,40,430,,,,110,40,LEFT,LEFT,4,FRONT,110,40,430
146,146,-400,40,100,40,430,,,,100,40,LEFT,LEFT,4,FRONT,100,40,430
147,147,-400,30,90,40,430,,,,90,40,LEFT,LEFT,4,FRONT,90,40,430
148,148,-400,20,80,40,430,,,,80,40,LEFT,LEFT,4,FRONT,80,40,430
149,149,-400,10,70,40,430,,,,70,40,LEFT,LEFT,4,FRONT,70,40,430
150,150,-400,0,60,40,430,,,,60,40,LEFT,DOWN,4,LEFT,60,40,430
151,151,0,390,420,60,570,,,,60,50,DOWN,DOWN,4,FRONT,420,60,570
152,152,0,380,410,60,570,,,,60,60,DOWN,DOWN,4,FRONT,410,60,570
153,153,0,370,400,60,570,,,,60,70,DOWN,DOWN,4,FRONT,400,60,570
154,154,0,360,390,60,570,,,,60,80,DOWN,DOWN,4,FRONT,390,60,570
155,155,0,350,380,60,570,,,,60,90,DOWN,DOWN,4,FRONT,380,60,570
156,156,0,340,370,60,570,,,,60,100,DOWN,DOWN,4,FRONT,370,60,570
157,157,0,330,360,60,570,,,,60,110,DOWN,DOWN,4,FRONT,360,60,570
158,158,0,320,350,60,570,,,,60,120,DOWN,DOWN,4,FRONT,350,60,570
159,159,0,310,340,60,570,,,,60,130,DOWN,DOWN,4,FRONT,340,60,570
160,160,0,300,330,60,570,,,,60,140,DOWN,DOWN,4,FRONT,330,60,570
161,161,0,290,320,60,570,,,,60,150,DOWN,DOWN,4,FRONT,320,60,570
162,162,0,280,310,60,570,,,,60,160,DOWN,DOWN,4,FRONT,310,60,570
163,163,0,270,300,60,570,,,,60,170,DOWN,DOWN,4,FRONT,300,60,570
164,164,0,260,290,60,570,,,,60,180,DOWN,DOWN,4,FRONT,290,60,570
165,165,0,250,280,60,570,,,,60,190,DOWN,DOWN,4,FRONT,280,60,570
166,166,0,240,270,60,570,,,,60,200,DOWN,DOWN,4,FRONT,270,60,570
167,167,0,230,260,60,570,,,,60,210,DOWN,DOWN,4,FRONT,260,60,570
168,168,0,220,250,60,570,,,,60,220,DOWN,DOWN,4,FRONT,250,60,570
169,169,0,210,240,60,570,,,,60,230,DOWN,DOWN,4,FRONT,240,60,570
170,170,0,200,230,60,570,,,,60,240,DOWN,DOWN,4,FRONT,230,60,570
171,171,0,190,220,60,570,,,,60,250,DOWN,DOWN,4,FRONT,220,60,570
172,172,0,180,210,60,570,,,,60,260,DOWN,DOWN,4,FRONT,210,60,570
173,173,0,170,200,60,570,,,,60,270,DOWN,DOWN,4,FRONT,200,60,570
174,174,0,160,190,60,570,,,,60,280,DOWN,DOWN,4,FRONT,190,60,570
175,175,0,150,180,60,570,,,,60,290,DOWN,DOWN,4,FRONT,180,60,570
176,176,0,140,170,60,570,,,,60,300,DOWN,DOWN,4,FRONT,170,60,570
177,177,0,130,160,60,570,,,,60,310,DOWN,DOWN,4,FRONT,160,60,570
178,178,0,120,150,60,570,,,,60,320,DOWN,DOWN,4,FRONT,150,60,570
179,179,0,110,140,60,570,,,,60,330,DOWN,DOWN,4,FRONT,140,60,570
180,180,0,100,130,60,570,,,,60,340,DOWN,DOWN,4,FRONT,130,60,570
181,181,0,90,120,60,570,,,,60,350,DOWN,DOWN,4,FRONT,120,60,570
182,182,0,80,110,60,570,,,,60,360,DOWN,DOWN,4,FRONT,110,60,570
183,183,0,70,100,60,570,,,,60,370,DOWN,DOWN,4,FRONT,100,60,570
184,184,0,60,90,60,570,,,,60,380,DOWN,DOWN,4,FRONT,90,60,570
185,185,0,50,80,60,570,,,,60,390,DOWN,DOWN,4,FRONT,80,60,570
186,186,0,40,70,60,570,,,,60,400,DOWN,DOWN,4,FRONT,70,60,570
187,187,0,30,60,60,570,,,,60,410,DOWN,DOWN,4,FRONT,60,60,570
188,188,0,20,50,60,570,,,,60,420,DOWN,DOWN,4,FRONT,50,60,570
189,189,0,10,40,60,570,,,,60,430,DOWN,DOWN,4,FRONT,40,60,570
190,190,0,0,30,60,570,,,,60,440,DOWN,RIGHT,4,LEFT,30,60,570
191,191,-190,350,560,30,440,,,,70,440,RIGHT,RIGHT,5,FRONT,560,30,440
192,192,-190,340,550,30,440,,,,80,440,RIGHT,RIGHT,5,FRONT,550,30,440
193,193,-190,330,540,30,440,,,,90,440,RIGHT,RIGHT,5,FRONT,540,30,440
194,194,-190,320,530,30,440,,,,100,440,RIGHT,RIGHT,5,FRONT,530,30,440
195,195,-190,310,520,30,440,,,,110,440,RIGHT,RIGHT,5,FRONT,520,30,440
196,196,-190,300,510,30,440,,,,120,440,RIGHT,RIGHT,5,FRONT,510,30,440
197,197,-190,290,500,30,440,,,,130,440,RIGHT,RIGHT,5,FRONT,500,30,440
198,198,-190,280,490,30,440,,,,140,440,RIGHT,RIGHT,5,FRONT,490,30,440
199,199,-190,270,480,30,440,,,,150,440,RIGHT,RIGHT,5,FRONT,480,30,440
200,200,-190,260,470,30,440,,,,160,440,RIGHT,RIGHT,5,FRONT,470,30,440
201,201,-190,250,460,30,440,,,,170,440,RIGHT,RIGHT,5,FRONT,460,30,440
202,202,-190,240,450,30,440,,,,180,440,RIGHT,RIGHT,5,FRONT,450,30,440
203,203,-190,230,440,30,440,,,,190,440,RIGHT,RIGHT,5,FRONT,440,30,440
204,204,-190,220,430,30,440,,,,200,440,RIGHT,RIGHT,5,FRONT,430,30,440
205,205,-190,210,420,30,440,,,,210,440,RIGHT,RIGHT,5,FRONT,420,30,440
206,206,-190,200,410,30,440,,,,220,440,RIGHT,RIGHT,5,FRONT,410,30,440
207,207,-190,190,400,30,440,,,,230,440,RIGHT,RIGHT,5,FRONT,400,30,440
208,208,-190,180,390,30,440,,,,240,440,RIGHT,RIGHT,5,FRONT,390,30,440
209,209,-190,170,380,30,440,,,,250,440,RIGHT,RIGHT,5,FRONT,380,30,440
210,210,-190,160,370,30,440,,,,260,440,RIGHT,RIGHT,5,FRONT,370,30,440
211,211,-190,150,360,30,440,,,,270,440,RIGHT,RIGHT,5,FRONT,360,30,440
212,212,-190,140,350,30,440,,,,280,440,RIGHT,RIGHT,5,FRONT,350,30,440
213,213,-190,130,340,30,440,,,,290,440,RIGHT,RIGHT,5,FRONT,340,30,440
214,214,-190,120,330,30,440,,,,300,440,RIGHT,RIGHT,5,FRONT,330,30,440
215,215,-190,110,320,30,440,,,,310,440,RIGHT,RIGHT,5,FRONT,320,30,440
216,216,-190,100,310,30,440,,,,320,440,RIGHT,RIGHT,5,FRONT,310,30,440
217,217,-190,90,300,30,440,,,,330,440,RIGHT,RIGHT,5,FRONT,300,30,440
218,218,-190,80,290,30,440,,,,340,440,RIGHT,RIGHT,5,FRONT,290,30,440
219,219,-190,70,280,30,440,,,,350,440,RIGHT,RIGHT,5,FRONT,280,30,440
220,220,-190,60,270,30,440,,,,360,440,RIGHT,RIGHT,5,FRONT,270,30,440
221,221,-190,50,260,30,440,,,,370,440,RIGHT,RIGHT,5,FRONT,260,30,440
222,222,-190,40,250,30,440,,,,380,440,RIGHT,RIGHT,5,FRONT,250,30,440
223,223,-190,30,240,30,440,,,,390,440,RIGHT,RIGHT,5,FRONT,240,30,440
224,224,-190,20,230,30,440,,,,400,440,RIGHT,RIGHT,5,FRONT,230,30,440
225,225,-190,10,220,30,440,,,,410,440,RIGHT,RIGHT,5,FRONT,220,30,440
226,226,-190,0,210,30,440,,,,420,440,RIGHT,UP,5,LEFT,210,30,440
227,227,0,180,430,210,420,,,,420,430,UP,UP,5,FRONT,430,210,420
228,228,0,170,420,210,420,,,,420,420,UP,UP,5,FRONT,420,210,420
229,229,0,160,410,210,420,,,,420,410,UP,UP,5,FRONT,410,210,420
230,230,0,150,400,210,420,,,,420,400,UP,UP,5,FRONT,400,210,420
231,231,0,140,390,210,420,,,,420,390,UP,UP,5,FRONT,390,210,420
232,232,0,130,380,210,420,,,,420,380,UP,UP,5,FRONT,380,210,420
233,233,0,120,370,210,420,,,,420,370,UP,UP,5,FRONT,370,210,420
234,234,0,110,360,210,420,,,,420,360,UP,UP,5,FRONT,360,210,420
235,235,0,100,350,210,420,,,,420,350,UP,UP,5,FRONT,350,210,420
236,236,0,90,340,210,420,,,,420,340,UP,UP,5,FRONT,340,210,420
237,237,0,80,330,210,420,,,,420,330,UP,UP,5,FRONT,330,210,420
238,238,0,70,320,210,420,,,,420,320,UP,UP,5,FRONT,320,210,420
239,239,0,60,310,210,420,,,,420,310,UP,UP,5,FRONT,310,210,420
240,240,0,50,300,210,420,,,,420,300,UP,UP,5,FRONT,300,210,420
241,241,0,40,290,210,420,,,,420,290,UP,UP,5,FRONT,290,210,420
242,242,0,30,280,210,420,,,,420,280,UP,UP,5,FRONT,280,210,420
243,243,0,20,270,210,420,,,,420,270,UP,UP,5,FRONT,270,210,420
244,244,0,10,260,210,420,,,,420,260,UP,UP,5,FRONT,260,210,420
245,245,0,0,250,210,420,,,,420,250,UP,LEFT,5,LEFT,250,210,420
246,246,-190,370,410,250,220,,,,410,250,LEFT,LEFT,6,FRONT,410,250,220
247,247,-190,360,400,250,220,,,,400,250,LEFT,LEFT,6,FRONT,400,250,220
248,248,-190,350,390,250,220,,,,390,250,LEFT,LEFT,6,FRONT,390,250,220
249,249,-190,340,380,250,220,,,,380,250,LEFT,LEFT,6,FRONT,380,250,220
250,250,-190,330,370,250,220,,,,370,250,LEFT,LEFT,6,FRONT,370,250,220
