,count,rel_hor_dist_obj,rel_vert_dist_obj,rel_front_dist_wall,rel_right_dist_wall,rel_left_dist_wall,rel_front_dist_body,rel_right_dist_body,rel_left_dist_body,snake_pos_x,snake_pos_y,snake_dir,snake_next_dir,score,snake_next_move,rel_front_dist_min,rel_right_dist_min,rel_left_dist_min
0,0,40,270,410,100,530,,,,100,60,DOWN,LEFT,0,RIGHT,410,100,530
1,1,-270,30,90,60,410,,0,,90,60,LEFT,DOWN,0,LEFT,90,0,410
2,2,30,260,400,90,540,,,,90,70,DOWN,LEFT,0,RIGHT,400,90,540
3,3,-260,20,80,70,400,,,,80,70,LEFT,DOWN,0,LEFT,80,70,400
4,4,20,250,390,80,550,,,,80,80,DOWN,LEFT,0,RIGHT,390,80,550
5,5,-250,10,70,80,390,,,,70,80,LEFT,DOWN,0,LEFT,70,80,390
6,6,10,240,380,70,560,,,,70,90,DOWN,LEFT,0,RIGHT,380,70,560
7,7,-240,0,60,90,380,,,,60,90,LEFT,DOWN,0,LEFT,60,90,380
8,8,0,230,370,60,570,,,,60,100,DOWN,LEFT,0,RIGHT,370,60,570
9,9,-230,-10,50,100,370,,,,50,100,LEFT,DOWN,0,LEFT,50,100,370
10,10,-10,220,360,50,580,,,,50,110,DOWN,LEFT,0,RIGHT,360,50,580
11,11,-220,-20,40,110,360,,,,40,110,LEFT,DOWN,0,LEFT,40,110,360
12,12,-20,210,350,40,590,,,,40,120,DOWN,LEFT,0,RIGHT,350,40,590
13,13,-210,-30,30,120,350,,,,30,120,LEFT,DOWN,0,LEFT,30,120,350
14,14,-30,200,340,30,600,,,,30,130,DOWN,LEFT,0,RIGHT,340,30,600
15,15,-200,-40,20,130,340,,,,20,130,LEFT,DOWN,0,LEFT,20,130,340
16,16,-40,190,330,20,610,,,,20,140,DOWN,LEFT,0,RIGHT,330,20,610
17,17,-190,-50,10,140,330,,,,10,140,LEFT,DOWN,0,LEFT,10,140,330
18,18,-50,180,320,10,620,,,,10,150,DOWN,RIGHT,0,LEFT,320,10,620
